"patient_id","ho_ten","cccd","ngay_sinh","so_dien_thoai","email","dia_chi","benh","ket_qua_xet_nghiem","bac_si_phu_trach","ngay_kham"
"79eb4168-1045-46e5-bee3-eb791d181ee9","Bác Minh Hoàng","983880123837","15/03/1950","0313504398","omai@example.net","00 Bùi Số
Thị xã JaneThành phố, 184714","Huyết áp cao",8.34,"Trọng Trí Trần","25/01/2026"
"95da75c1-a211-40f9-9fd3-4579466772ce","Thành Thế Dương","680022959728","01/03/2004","0569752600","ytran@example.net","73 Đặng Dãy
JanePhường, 199704","Khỏe mạnh",10.33,"Huy Tấn Vũ","14/03/2026"
"ec48bf55-afd3-40c4-a713-582cf41ea3ac","Ông Vũ Trần","937520439336","18/01/1948","0345229209","vtran@example.net","0 Trần Số
JanePhường, 153945","Huyết áp cao",8.05,"Trọng Vũ","10/03/2026"
"36760ce5-81e5-49f6-93f2-77cc1a85910d","Quý cô Lâm Trần","969669714728","04/01/1983","0885258720","john49@example.org","4 John Khu
JaneHuyện, 106402","Huyết áp cao",9.48,"Chị Khoa Bùi","14/01/2026"
"f8c88fae-a217-4f84-bdb0-25ff2451e5a4","Hương Mai","767913375379","21/08/1964","0748163226","dbui@example.com","5 John Hẻm
Thành phố JohnHuyện, 564637","Tiểu đường",4.73,"Nhật Mai Bùi","23/02/2026"
"1d2324e6-8329-40b7-8143-f426372f871a","Huy Đức Vũ","196905934213","03/08/2001","0978465416","john36@example.net","32 Vũ Tổ
Thành phố JanePhường, 551574","Huyết áp cao",10.78,"Chị Kim Mai","14/02/2026"
"ab05347f-d556-437d-8f08-81ee8011316b","Vũ Hữu Nguyễn","683773736713","23/09/1994","0866489649","duongjohn@example.com","6 Trần Số
Huyện JohnXã, 582446","Tiểu đường",6.53,"Vũ Bảo Trần","17/02/2026"
"862268d1-6683-4107-96c0-44d06f887f28","Kim Vũ","611261198802","26/07/1981","0361831455","janele@example.org","8 Jane Tổ
Quận JohnQuận, 368402","Tim mạch",4.33,"Chị Duyên Lê","08/05/2026"
"c5d95f51-f387-41bd-ad59-72c6134a5a2f","Quý ông Nhiên Hoàng","913745257241","15/06/1996","0502017336","jane27@example.org","90 Mai Ngõ
JaneThị xã, 139434","Khỏe mạnh",8.37,"Linh Vũ","15/01/2026"
"daf481a7-fa34-42e8-9d3f-7d7ea508dc95","Khoa Hoàng","861526540817","15/05/2004","0797099824","lduong@example.net","93 Hoàng Dãy
Thành phố JaneThành phố, 950360","Huyết áp cao",9.57,"Vũ Xuân Nguyễn","18/02/2026"
"707df251-fdb1-429e-b010-ed13b526b22d","Bà Thành Vũ","461521139154","01/02/1988","0314321016","rdang@example.net","518 Vũ Khu
Huyện JohnXã, 795847","Huyết áp cao",11.16,"Bà Hạnh Bùi","26/01/2026"
"15b02530-f020-4992-b576-255e98549f22","Tùng Bùi","297519897254","24/01/1980","0749817016","johnbui@example.net","23 Dương Làng
Quận JohnThành phố, 410160","Huyết áp cao",7.21,"Phương Mai","13/04/2026"
"e05b46c5-5636-4094-a974-31db09a9d1c1","Quý cô Bảo Lê","250350957353","21/12/1959","0509383878","janenguyen@example.com","94 Phạm Làng
JaneQuận, 485709","Huyết áp cao",6.8,"Quý ông Khoa Bùi","08/04/2026"
"297ca4ff-f75d-499f-ab2d-5b0987079ad4","Chị Ánh Vũ","652747908512","17/06/1942","0364605987","jdang@example.org","12 Dương Hẻm
JohnQuận, 956375","Tiểu đường",8.2,"Bác Nam Bùi","11/01/2026"
"3c5bf3a7-5fbb-40b1-8083-89c8657e01c9","Hà Phú Phạm","434790784533","13/03/1939","0827385107","john52@example.org","2 Dương Đường
Thành phố JaneQuận, 975522","Huyết áp cao",9.08,"Quý cô Hà Vũ","16/02/2026"
"3d0a5f0c-0c39-4ec7-9f31-74054d183eba","Hải Mai Trần","296199853375","12/06/1950","0573150372","ihoang@example.org","2 Bùi Đường
JohnXã, 536802","Huyết áp cao",9.73,"Cô Phương Đặng","14/01/2026"
"81e03a5e-8b48-4496-86ab-d4e7f4124360","Hồng Dương","654187098708","14/04/1941","0348676334","qdang@example.net","31 Lê Đường
JanePhường, 283594","Khỏe mạnh",5.61,"Quý ông Phúc Lê","13/01/2026"
"752a7d25-f190-4b7e-86b4-69efb74eba93","Thảo Phạm","140187236372","27/04/1941","0587431727","johndang@example.com","03 Đặng Đường
JaneThành phố, 938171","Tim mạch",6.85,"Huy Hữu Dương","17/03/2026"
"7f072cb9-2fd3-40c0-b945-f2fd56cb1ab0","Bác Minh Vũ","263129722741","08/08/1946","0577940791","btran@example.net","Huyện JaneThành phố
44 Hoàng Số, 274739","Khỏe mạnh",10.53,"Bác Bảo Nguyễn","10/03/2026"
"46494296-6f58-42c3-bf86-cc319d66e815","Hương Bùi","854093218274","21/10/1984","0890683224","johnle@example.net","213 Đặng Số
Quận JaneHuyện, 490084","Tim mạch",9.48,"Ông Nhiên Lê","13/04/2026"
"a6499cdc-507b-4072-a5e5-8f345df06e8c","Quang Trần","805474878841","20/11/1938","0580913784","janemai@example.com","47 Jane Dãy
Thành phố JohnThành phố, 574001","Tiểu đường",9.81,"Quý cô Hà Đặng","10/05/2026"
"8ccc9cea-109f-48ee-b5a4-720058f0dd23","Khoa Lê","898974868038","20/01/1959","0817722889","john13@example.org","589 Dương Hẻm
Thành phố JaneThị xã, 851759","Tiểu đường",9.91,"Quý ông Huy Hoàng","15/01/2026"
"a4704d48-5128-49b1-b8ed-e0ca20156a72","Nhật Dương","333530813891","09/10/2005","0387275370","john89@example.org","80 John Khu
Quận JanePhường, 336422","Huyết áp cao",6.09,"Minh Thế Trần","18/02/2026"
"8d03f17a-f4d3-45c1-a293-19fa3240d7a1","Hoàng Vũ","629541160253","19/12/2007","0508157748","maijohn@example.net","995 John Ngõ
Huyện JohnXã, 536822","Tiểu đường",9.19,"Chi Mai","26/02/2026"
"7ba24588-4d56-4a3d-b4e7-069aa4540937","Quý cô Thảo Dương","620792415581","16/04/1945","0327986452","lejane@example.com","92 Đặng Tổ
JohnHuyện, 639995","Khỏe mạnh",8.88,"Thành Phạm","01/04/2026"
"3f779cae-7318-496d-8479-06121f5d988f","Cô An Vũ","577578094130","23/08/1987","0519697663","kpham@example.com","278 Dương Khu
JohnThành phố, 512344","Khỏe mạnh",4.61,"Anh Trung Hoàng","10/03/2026"
"7eb162f1-4806-4804-8cf0-374c0c74dc0f","Bác Tùng Nguyễn","704690828758","27/12/1949","0973423211","qle@example.net","06 John Tổ
JohnThị xã, 628750","Tiểu đường",8.05,"Bác Trọng Hoàng","24/01/2026"
"64d6dfbf-18c0-4e2b-b99f-070420f0156a","Dũng Phú Lê","207336064908","14/06/1962","0398193315","cmai@example.org","87 John Tổ
JohnThị xã, 746447","Huyết áp cao",9.95,"Nhiên Đặng","09/04/2026"
"7d66971e-8847-4c56-827c-9f8cd40ac5e9","Châu Nguyễn","700558512112","29/06/1985","0788461524","john69@example.com","7 Hoàng Làng
Thị xã JohnXã, 759580","Khỏe mạnh",5.94,"Bảo Hải Nguyễn","22/04/2026"
"30d73df7-1c22-4cea-b355-56a5f2bd92f2","Chi Đặng","613313075540","09/05/1992","0338088011","janepham@example.com","0 John Tổ
JaneHuyện, 281594","Tiểu đường",4.56,"Bác Tùng Đặng","05/05/2026"
"9c2dfa97-43ad-4d62-b17c-fb21cdbc2c1c","Anh Quang Vũ","945303786332","26/12/1975","0755701177","janevu@example.net","75 Vũ Ngõ
JaneHuyện, 910616","Tiểu đường",3.85,"Bà An Vũ","16/01/2026"
"a7edc8d8-713f-4f8c-ac8b-e53758ab4778","Châu Phạm","192093578893","10/11/1962","0856285279","jane21@example.net","083 John Ngõ
JanePhường, 595351","Khỏe mạnh",8.25,"Hải Lê","02/01/2026"
"edd97a1a-fa58-4b27-8ce3-e7c3f6eab3a0","Quý cô Hải Dương","988450303494","04/05/2000","0558643861","janedang@example.com","9 John Hẻm
JohnThành phố, 976822","Tiểu đường",9.04,"Nhật Xuân Vũ","08/01/2026"
"9a4ffc0c-9165-42ed-8c63-6e95025f5543","Thành Vũ","992191249584","12/03/1997","0827351030","gle@example.com","27 Lê Đường
JaneXã, 807160","Huyết áp cao",5.65,"Chị Duyên Bùi","25/03/2026"
"669d01ff-1634-425b-93f3-007383e96ef4","Bảo Lê","862621356949","04/05/2000","0379453977","john04@example.com","49 Jane Tổ
Thành phố JohnThị xã, 421709","Tiểu đường",9.05,"Quý cô Hải Mai","02/03/2026"
"ea87855e-a382-45d3-9e0e-f546b0b6dedf","Quang Hoàng","118816192315","01/06/1965","0354332853","johnduong@example.org","87 John Ngõ
JaneThành phố, 691573","Tim mạch",6.88,"An Mai","09/04/2026"
"265cb9d9-8962-4f6e-929c-93b333c08bf1","Bà Phương Dương","736323764370","07/03/1951","0708440185","janetran@example.net","28 Dương Đường
JanePhường, 122827","Tim mạch",11.99,"Hạnh Văn Phạm","23/04/2026"
"58330b30-6c77-4e95-8b98-1ccd12b2102d","Phương Nguyễn","465299312735","01/10/1944","0767051585","snguyen@example.com","6 Bùi Dãy
JaneThành phố, 815894","Tim mạch",8.41,"Bà Hà Lê","15/04/2026"
"ba54e920-2099-4180-8762-3997649f7d88","Cô Vi Nguyễn","406538990097","19/12/1975","0892730669","bmai@example.net","752 Phạm Ngõ
Thị xã JohnQuận, 316092","Tiểu đường",10.87,"Hà Hoàng","07/01/2026"
"b40a9181-ac09-4db7-9908-6e477249f62c","Mai Nguyễn","451653728177","08/02/1990","0764840414","ipham@example.org","843 Hoàng Tổ
Huyện JohnPhường, 646571","Tim mạch",4.51,"Quý cô Thảo Vũ","12/01/2026"
"e134edfc-9777-4f10-b2d2-393f8e85140d","Quý cô Phương Dương","540035385360","27/09/1941","0951663799","jane85@example.net","62 Phạm Làng
JohnThị xã, 160423","Khỏe mạnh",5.17,"Kim Trí Bùi","17/02/2026"
"a58e83dd-548c-4d84-b40d-e04941476506","Nhật Đặng","754558594599","11/12/1947","0356267300","johnvu@example.com","398 Jane Làng
JaneThành phố, 322096","Huyết áp cao",5.85,"Cô Yến Dương","17/02/2026"
"345af934-b42a-4d93-9aba-0f15b2149062","Lâm Tấn Vũ","829095161131","02/03/1987","0739868142","pmai@example.com","7 Trần Dãy
JohnHuyện, 428122","Khỏe mạnh",6.13,"An Hải Lê","04/01/2026"
"95831d58-ef4c-4119-8da5-d39b42c21797","Hạnh Trí Phạm","580922974869","02/04/1980","0796860203","janehoang@example.org","77 Lê Tổ
Quận JaneQuận, 668471","Tiểu đường",4.33,"Vân Nguyễn","15/01/2026"
"0c6b7074-ab10-4c9b-9168-2e09f1f7d904","Hồng Lê","922431906999","09/11/1966","0567206765","lejohn@example.org","997 Nguyễn Đường
JohnThành phố, 655134","Khỏe mạnh",6.74,"Tùng Vũ","04/01/2026"
"ac8d6c7d-b2a6-4468-902b-124380913ac1","Bảo Đức Trần","990854734487","23/09/2006","0751995228","johnpham@example.net","61 Bùi Dãy
Quận JanePhường, 968286","Tiểu đường",7.45,"Hải Nguyễn","19/01/2026"
"8d7dd772-608e-4f5c-a117-727067c0518b","Ông Nam Lê","880560947681","12/08/1946","0725073088","pbui@example.com","0 John Dãy
JohnThành phố, 817675","Tiểu đường",4.11,"Tùng Hoàng","08/05/2026"
"d9b59f84-edc3-41c3-adea-2d2d086c405f","Nam Hoàng Hoàng","424940760360","25/12/1954","0376068256","ttran@example.org","8 Bùi Hẻm
Huyện JohnThành phố, 558320","Khỏe mạnh",3.73,"Cô Linh Hoàng","30/04/2026"
"f80b2cea-658e-44a2-9879-cf35f4719986","Nam Đức Dương","606075125861","17/02/2002","0968077993","janemai@example.com","943 John Khu
Thị xã JohnPhường, 508548","Huyết áp cao",10.94,"Quang Đức Trần","02/01/2026"
"5c238d8d-71da-45b9-8eea-9db8f165d779","Tú Lê","675725643803","29/03/1947","0592802293","janeduong@example.net","015 Jane Số
Huyện JaneThị xã, 917018","Huyết áp cao",6.58,"Nhật Mai","17/02/2026"
"af70de70-2b69-495e-8567-1b58926bffa5","Bảo Trí Vũ","341018708426","05/05/1976","0905383145","jane21@example.org","71 Vũ Làng
JohnThị xã, 212168","Tiểu đường",11.25,"Bà An Bùi","06/03/2026"
"cdd7f460-6140-47d3-9ec4-ea48d773f98d","Bảo Tấn Bùi","535878543358","19/11/1953","0525309416","jane93@example.com","47 Jane Số
JaneHuyện, 219420","Tiểu đường",4.94,"Chị Dương Mai","06/01/2026"
"f166cdcf-762c-4fbc-ba2a-a7baf3f81c31","Quý cô Vi Vũ","866860511688","08/10/1944","0848159348","iduong@example.net","2 Bùi Ngõ
JaneXã, 520274","Tiểu đường",11.73,"Phương Thị Đặng","15/04/2026"
"15c1604f-ea16-4354-a35f-c9c198049562","Lâm Đặng","920598900123","30/12/1957","0808640597","hoangjane@example.com","JohnThành phố
38 Jane Tổ, 510133","Tim mạch",3.86,"Anh Quang Nguyễn","04/04/2026"
"eba900e1-6a7d-4d96-8ba1-72331ac3bf31","Hà Lê","668547930019","07/10/1982","0923997293","jane73@example.net","775 Jane Đường
Thành phố JanePhường, 214675","Tiểu đường",10.74,"Chị Phương Lê","18/04/2026"
"6d268b37-8f52-42d3-94bb-bcf828fea761","Anh Thành Lê","921719363685","22/09/1960","0304797986","bbui@example.net","96 Nguyễn Làng
Huyện JohnXã, 206694","Tiểu đường",8.65,"Bà Thành Phạm","30/03/2026"
"dcd5bfae-abb3-46a7-8329-97801d2c2721","Bác Trọng Bùi","685796018824","13/10/1988","0735740658","dangjane@example.com","9 John Tổ
Quận JaneThành phố, 291936","Tim mạch",6.65,"Hoàng Hữu Bùi","26/04/2026"
"6c4c450b-623a-40fc-9326-7d25234b4562","Quý cô Hải Mai","148619430995","08/12/1958","0520864617","janevu@example.org","0 Nguyễn Dãy
Quận JaneXã, 629990","Khỏe mạnh",11.53,"Quý ông Châu Bùi","28/03/2026"
"90bde900-1529-46f5-aad1-1fe87d1b695e","Vi Phạm","432806702673","10/02/1975","0568844928","vujohn@example.net","7 John Khu
JohnPhường, 562806","Tim mạch",4.94,"Quý cô Hương Phạm","27/02/2026"
"7321a8b2-0840-405a-bfd2-f491dff389aa","Quang Trần","856246277669","12/02/1995","0911956407","phamjohn@example.net","9 Lê Hẻm
Quận JohnXã, 467856","Tim mạch",7.19,"Trọng Mai","02/02/2026"
"4aea1b8f-b43c-4e0a-ba9f-c10e52daf681","Nhiên Vũ","558998164005","15/05/2005","0806193746","lejane@example.org","Quận JohnQuận
672 Bùi Số, 573947","Huyết áp cao",6.11,"Hải Trần","20/03/2026"
"b1d81887-4739-4c7b-bff3-0c8d83ff3e96","Bảo Mai Bảo Đặng","636570032970","11/09/1935","0859558975","duongjane@example.org","637 Đặng Khu
JohnXã, 993829","Khỏe mạnh",6.99,"Bác Hưng Nguyễn","20/01/2026"
"75a72686-d632-4d31-88ac-ffcfa04d4d14","Hương Lê","827679373099","02/06/1995","0914535785","bnguyen@example.org","Huyện JohnHuyện
5 Trần Tổ, 796787","Tiểu đường",6.81,"Cô Kim Vũ","15/02/2026"
"b4258e19-1758-447e-a7cd-e1436de21429","An Phạm","515221999073","02/04/2000","0311454991","lejohn@example.net","516 Jane Ngõ
Thị xã JohnPhường, 945106","Tiểu đường",6.38,"Hà Đặng","13/03/2026"
"61fa01ba-231a-47c7-8c9b-ff5ce1887eaf","Chị Hà Mai","335227197390","06/07/1936","0704454765","janedang@example.net","97 John Ngõ
Thành phố JaneHuyện, 550246","Tiểu đường",7.81,"Hoàng Hải Vũ","06/05/2026"
"99db1302-8dab-46d3-bf87-dfc2159152f2","Nam Vũ","215484792854","27/04/1963","0979074647","janevu@example.net","61 Jane Ngõ
Huyện JaneQuận, 505629","Khỏe mạnh",11.91,"Thành Xuân Dương","15/01/2026"
"0387f74d-1149-4096-965d-744f0445c1a8","Trung Nguyễn","931488603865","03/08/1943","0313610094","smai@example.net","61 Jane Ngõ
JohnXã, 313068","Tiểu đường",6.06,"Bà Kim Hoàng","04/05/2026"
"ae59aa52-a65b-422b-95a3-86d9c362a810","Hạnh Bùi","324585638068","02/11/1967","0722053715","phamjohn@example.com","21 John Đường
Thị xã JaneXã, 642347","Tim mạch",5.13,"Phúc Đặng","25/01/2026"
"44cdbfdd-df9b-441e-87f7-bda1bff15840","An Đặng","258239808495","15/10/1993","0583951170","john49@example.net","5 Jane Hẻm
JohnHuyện, 910894","Tim mạch",4.49,"Khoa Trần","14/02/2026"
"0b461173-00a8-4473-8242-5912bda3c162","Mai Nguyễn","714912778176","26/07/1999","0883486608","jane22@example.org","536 Vũ Ngõ
JohnXã, 806033","Tiểu đường",9.26,"Lan Phạm","11/04/2026"
"66a302d6-f43e-4c48-8bc1-f9e5fb3df063","Nhật Vũ","682409071161","23/08/1977","0568016270","john87@example.org","4 Jane Tổ
JohnPhường, 673108","Huyết áp cao",3.91,"Chị Ngọc Bùi","05/01/2026"
"a2cd1590-58af-493c-8aa2-b4c93ba5bd76","Linh Nguyễn","617019206943","27/07/1986","0826170462","john38@example.org","410 Jane Tổ
JohnXã, 200219","Tiểu đường",7.71,"Quý cô Hà Hoàng","21/04/2026"
"f6d70248-a995-4cc3-af5b-09a60ff1c51f","Chị Hạnh Vũ","406767739807","26/03/1978","0868752470","udang@example.com","291 John Hẻm
JaneHuyện, 526259","Tiểu đường",8.89,"Phương Đặng","10/02/2026"
"43d78f2b-769d-41e3-8eed-412473b0d676","Hà Lê","519150214376","05/10/1976","0937028233","phamjane@example.org","68 Jane Khu
Thành phố JaneThị xã, 682959","Tiểu đường",11.46,"Cô Chi Trần","28/01/2026"
