patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,Phương Bảo Mai,022083523305,19/12/1948,0363604481,john55@example.net,"354 Bà Khoa Dương
Huyện JohnQuận, 377312",Tiểu đường,6.61,Quang Dương,31/01/2026
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Cô Ngọc Dương,726019984825,06/11/2001,0395127293,john97@example.com,"427 Minh Dương Đường
Minh Dương phố JohnXã, 137778",Tim mạch,4.13,Nhiên Thành Mai Bảo Mai,25/01/2026
e623a689-5d59-4d2a-8eea-04e70ab54bde,Trọng Văn Vũ,471896051488,13/12/1963,0523003142,tranjohn@example.org,"2 Nhật Phạm
JohnQuận, 872343",Khỏe mạnh,9.56,Bà Lâm Đặng,31/01/2026
61ee411a-1bac-47a7-b386-f7a4c991603f,Cô Nhật Lê,847667937978,19/08/1965,0853254425,jane83@example.net,"036 Quý ông Bảo Mai Ngõ
JanePhường, 634150",Khỏe mạnh,3.6,Bác Nhiên Bùi,23/01/2026
2db69edb-42de-4fcc-b86c-2ca2e08596db,Anh Nam Hoàng,798094638489,03/07/1994,0311355634,johnbui@example.org,"06 Cô Vi Mai, 446239",Tim mạch,3.77,Quý ông Hưng Hoàng Thế Quý ông Hưng Hoàng,02/03/2026
6703b636-5380-4904-a88c-7015aab97e49,Quý ông Nhiên Bùi,030787786760,20/06/1961,0301227832,dangjohn@example.com,"80 Cô Vi Phạm Làng
JaneThị xã, 563246",Tiểu đường,4.32,Phương Thị Bùi,02/02/2026
83f4a9a9-48a6-49d0-95b5-2908a8aa7158,Quý cô Mai Trần,828734304521,06/12/1965,0331537928,ctran@example.org,"1 Nhật Lê Làng
JaneThị xã, 355836",Khỏe mạnh,10.64,Bà Vi Vũ,12/02/2026
b227462c-f53d-4330-8dda-24ba2d06e8cf,Huy Văn Nguyễn,042348859432,16/11/1951,0904649237,jane26@example.com,"98 Huy Hải Hoàng, 888295",Huyết áp cao,7.75,Trung Đức Bùi Vi Trung Đức Bùi,05/04/2026
709b7d97-464c-44af-bd3f-3799a07295e9,Nhật Ông Quang Trần,857397455586,10/04/1967,0892226771,jane49@example.net,"23 Thành Hoàng Vũ
JaneThị xã, 165290",Huyết áp cao,9.01,Quý cô Mai Hoàng,04/01/2026
9360715f-c3fe-4183-a172-b725db52ca58,Nhật Lâm Nguyễn,160263030669,01/01/1976,0933725041,john58@example.com,"34 Chị Nhật DươngJanePhường, 812131",Tim mạch,8.89,Nhật Trọng Nguyễn,25/01/2026
06e745f9-88bc-439c-9f4c-3b79fb10987f,Kim Thị Mai,386810535961,10/09/1993,0708528160,janevu@example.net,"755 Trọng Đức Hoàng Số
JohnThị xã, 120324",Khỏe mạnh,5.87,Quang Lê,07/05/2026
a6d964a3-f510-4b53-87fe-e39f1190f938,Vi Quý cô Nhật Bùi,790731582401,05/01/1969,0520833171,janele@example.net,"1 Tú Dương
JohnXã, 736745",Khỏe mạnh,5.02,Bà Linh Trần,21/01/2026
4fdc6e1b-edcb-4cb6-8692-dc639424aed5,Tú Lê,185233375212,30/05/1968,0830220612,lle@example.org,"6 Tú Hoàng Tổ
Tú Hoàng xã JaneThành phố, 554582",Huyết áp cao,6.76,Chị Hương Đặng,04/02/2026
a6846099-f729-4951-8591-31d2bbda0242,Trọng Nhật Bùi,576875111417,28/02/2001,0367565579,jane41@example.net,"473 Ông Nam Vũ Số
JohnThị xã, 992288",Khỏe mạnh,5.23,Chi Hoàng,10/03/2026
4797b2c9-5720-4246-8223-623bcc3ebdde,Hạnh Bảo Phạm,725851204911,02/09/2005,0701000198,janevu@example.net,"7 Hạnh Thế Bùi
Hạnh Thế Bùi, 825391",Tim mạch,6.98,An Nguyễn,13/03/2026
58007c02-87ea-4ff5-8db0-674679279973,Hải Hải Vũ,250995268656,10/02/1997,0865244318,npham@example.com,"823 Châu Hoàng Bùi
JohnQuận, 410636",Tim mạch,8.72,Chị Bảo Mai,03/01/2026
4639447b-2067-4dac-88bd-13d1b540b30e,Dũng Nguyễn,542201877496,13/02/1975,0791562357,vujohn@example.com,"75 Phúc Bùi phố, 520172",Tiểu đường,5.36,Ông Bảo Mai Nhiên Ông Bảo Mai,30/01/2026
f2f9e5fa-9016-4161-8fa7-01cd2631d00b,Quang Thị Đặng,993648809197,25/06/1951,0728976744,jane80@example.com,"74 Lan Bùi Đường
Quận JohnHuyện, 792509",Khỏe mạnh,4.95,Anh Bùi,03/02/2026
00af5b3a-2812-459a-9337-739e8d4f5d27,Nhật Dũng Văn Trần,485633555633,20/10/1939,0394138575,mmai@example.net,"3 Phương Trần Làng
JohnXã, 335729",Tim mạch,7.13,Trung Bảo Dương,12/01/2026
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,Thành Thế Vũ,240515858059,24/02/1999,0867978279,john59@example.com,"0 Bà Lâm Bùi Khu
Bà Lâm Bùi phố JohnPhường, 976566",Tim mạch,6.2,Vi Cô Hải Mai,22/04/2026
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,Hưng Nguyễn,723649095374,06/09/1994,0587740706,johnle@example.org,"1 Nhật Phạm, 519904",Huyết áp cao,11.96,Châu Mai,03/03/2026
f85e06a1-1dad-49b2-92c2-1221409d3602,Bà Dương Đặng,431895997697,26/03/1998,0974677061,phamjohn@example.com,"7 An Hoàng Vũ
An Hoàng Vũ, 608257",Khỏe mạnh,6.11,Minh Phú Mai,16/02/2026
8d03c91e-4f8d-4238-a88b-78b5b5b453ca,Yến Hoàng,056619208790,17/01/1948,0396017864,tdang@example.org,"48 Hương Lê Dãy
JohnThị xã, 678043",Tiểu đường,5.18,Bà Nhật Hoàng,09/04/2026
dd30de89-22f2-45f2-a11b-868dbf0d073d,Bà Lâm Phạm,849164702778,13/08/1981,0805615222,idang@example.com,"787 Anh Hoàng Đặng Số
JaneQuận, 831380",Tim mạch,6.37,Khoa Mai,09/01/2026
b489d070-7914-48a8-bea4-ff31517400f8,Cô Yến Đặng,405800334109,25/05/1940,0593354422,ibui@example.org,"262 Cô Hà MaiJanePhường, 184216",Huyết áp cao,5.02,Cô Hà Hoàng,02/05/2026
7cea2045-c268-483e-a32f-2e63b7fddd71,Duyên Nam Nguyễn,770657915986,24/04/1967,0377224449,johnbui@example.net,"24 Khoa Hoàng Dương, 551607",Tiểu đường,10.55,Xuân Phạm,20/04/2026
2b840c67-2e18-4554-8ae2-8e66ae8a7813,Phương Phú Hoàng,703371834354,19/02/1968,0809041954,jane47@example.org,"40 Yến Lê Hẻm
Yến Lê xã JaneXã, 413685",Huyết áp cao,7.12,Bác Hưng Bùi,28/02/2026
da743152-627b-41a1-bfd6-f23232ffe294,Thành Đặng,799001914285,18/03/1984,0740298920,john54@example.org,"7 Dũng Bảo Phạm Tổ
Quận JanePhường, 892280",Tiểu đường,4.97,Anh Đức Đặng,01/03/2026
945ef2e4-088a-43ec-b0d9-c9f8c9e26074,Vi Mai,785179589615,29/10/1979,0305590787,johnpham@example.net,"8 Hà Phạm Khu
JanePhường, 455168",Huyết áp cao,7.46,Ông Minh Nguyễn,28/01/2026
dc322c97-39c1-4262-b76c-8edec1101266,Yến Trần,452104264470,22/01/1989,0505861893,lle@example.com,"6 Bác Vũ Hoàng Làng
JohnXã, 688678",Khỏe mạnh,8.23,Trọng Thành Hoàng,04/05/2026
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,Tú Hải Trần,553207654192,20/05/1954,0817743508,johndang@example.com,"2 An Hải Mai Tổ
JohnThị xã, 786735",Tiểu đường,7.13,Nhật Dũng Hữu Nguyễn,21/03/2026
08601833-479d-4cda-b396-ea37f065c817,Hạnh Đặng,042245165255,30/06/1967,0802398219,johnduong@example.org,"31 Bác Hưng Đặng Làng
Bác Hưng Đặng phố JaneQuận, 232040",Huyết áp cao,5.4,Quý cô Lâm Vũ,10/02/2026
dea45c19-d024-4d72-b748-967f961d33ba,Cô Mai Vũ Vi Cô Mai Vũ,283081314605,29/09/1935,0869488254,janebui@example.net,"0 Thành Xuân Hoàng JohnQuận, 378258",Khỏe mạnh,7.35,Ông Minh Vũ,13/04/2026
79eb4168-1045-46e5-bee3-eb791d181ee9,Bác Quang Lê,896987531106,15/03/1950,0878695809,john31@example.org,"00 Kim Thị Lê Số
Kim Thị Lê xã JaneThành phố, 184714",Huyết áp cao,8.34,Trọng Nhật Vũ,25/01/2026
95da75c1-a211-40f9-9fd3-4579466772ce,Bác Thành Trần,318204750378,01/03/2004,0974299538,yle@example.org,"73 Quý cô Vi Lê Dãy
JanePhường, 199704",Khỏe mạnh,10.33,Ánh Nguyễn,14/03/2026
ec48bf55-afd3-40c4-a713-582cf41ea3ac,Quý cô Thành Lê,328285282059,18/01/1948,0818667823,janeduong@example.org,"0 Cô Nhật Nguyễn Số
JanePhường, 153945",Huyết áp cao,8.05,Trọng Ông Dũng Đặng,10/03/2026
36760ce5-81e5-49f6-93f2-77cc1a85910d,Chi Vũ,931041234358,04/01/1983,0914048418,jane95@example.net,"4 Bảo Vũ, 106402",Huyết áp cao,9.48,Duyên Lê,14/01/2026
f8c88fae-a217-4f84-bdb0-25ff2451e5a4,Mai Mai,927506843954,21/08/1964,0567636892,janetran@example.org,"5 Nhật Mai Trần phố JohnHuyện, 564637",Tiểu đường,4.73,Khoa Đặng,23/02/2026
1d2324e6-8329-40b7-8143-f426372f871a,Quý cô Khoa Lê,855715836365,03/08/2001,0915663300,janemai@example.com,"32 Nam Trần Tổ
Nam Trần phố JanePhường, 551574",Huyết áp cao,10.78,Quý cô Hồng Mai,14/02/2026
ab05347f-d556-437d-8f08-81ee8011316b,Anh Dương Hữu Anh Dương,377384611440,23/09/1994,0708811949,jane23@example.net,"6 Hương Mai Số
Huyện JohnXã, 582446",Tiểu đường,6.53,Bà Bảo Trần,17/02/2026
862268d1-6683-4107-96c0-44d06f887f28,Thảo Lê,933991365611,26/07/1981,0833805884,duongjohn@example.com,"8 Ánh Hoàng, 368402",Tim mạch,4.33,Dũng Trần Duyên Dũng Trần,08/05/2026
c5d95f51-f387-41bd-ad59-72c6134a5a2f,Bà An Trần Nhiên Bà An Trần,196088333765,15/06/1996,0770701116,anguyen@example.net,"90 Nhiên Phú Hoàng, 139434",Khỏe mạnh,8.37,Bà Phương Hoàng,15/01/2026
daf481a7-fa34-42e8-9d3f-7d7ea508dc95,Phương Văn Phạm,158956952653,15/05/2004,0744724335,john02@example.net,"93 Ông Quang Đặng Dãy
Ông Quang Đặng phố JaneThành phố, 950360",Huyết áp cao,9.57,Anh Phúc Mai,18/02/2026
707df251-fdb1-429e-b010-ed13b526b22d,Bà Thành Vũ,885376536971,01/02/1988,0334363095,johnvu@example.com,"518 Phúc Phạm Khu
Huyện JohnXã, 795847",Huyết áp cao,11.16,Hạnh Phạm,26/01/2026
15b02530-f020-4992-b576-255e98549f22,Vũ Trần,214440755471,24/01/1980,0301785466,johnle@example.org,"23 Quý cô Nhật Phạm Làng
Quận JohnThành phố, 410160",Huyết áp cao,7.21,Cô Phương Bùi,13/04/2026
e05b46c5-5636-4094-a974-31db09a9d1c1,Hương Lê,557880469967,21/12/1959,0972714843,vle@example.net,"94 Chị Thành Vũ Làng
JaneQuận, 485709",Huyết áp cao,6.8,Chị Vân Nguyễn,08/04/2026
297ca4ff-f75d-499f-ab2d-5b0987079ad4,Nhật Nguyễn,678722024703,17/06/1942,0599404246,janedang@example.com,"12 Vũ Vũ Hẻm
JohnQuận, 956375",Tiểu đường,8.2,Chị Xuân Phạm,11/01/2026
3c5bf3a7-5fbb-40b1-8083-89c8657e01c9,Hương Lê,647164957522,13/03/1939,0746557024,xhoang@example.org,"2 Lâm Quang Lê phố JaneQuận, 975522",Huyết áp cao,9.08,Khoa Hoàng,16/02/2026
3d0a5f0c-0c39-4ec7-9f31-74054d183eba,Quý cô Khoa Nguyễn,364382154020,12/06/1950,0528370680,johntran@example.com,"2 Chị An Nguyễn Đường
JohnXã, 536802",Huyết áp cao,9.73,Cô Lan Nguyễn,14/01/2026
81e03a5e-8b48-4496-86ab-d4e7f4124360,Huy Bảo Nguyễn,416665952004,14/04/1941,0813182100,knguyen@example.net,"31 Dũng Hoàng Đường
JanePhường, 283594",Khỏe mạnh,5.61,Ông Quang Phạm,13/01/2026
752a7d25-f190-4b7e-86b4-69efb74eba93,Quý cô Linh Đặng,306641291733,27/04/1941,0971463158,phamjane@example.net,"03 Quang Nguyễn
JaneThành phố, 938171",Tim mạch,6.85,An Lê,17/03/2026
7f072cb9-2fd3-40c0-b945-f2fd56cb1ab0,Bác Quang Đức Trần,850921094880,08/08/1946,0357390276,ptran@example.org,"Tùng Xuân Hoàng phố
44 Tùng Xuân Hoàng Số, 274739",Khỏe mạnh,10.53,Bác Quang Hoàng,10/03/2026
46494296-6f58-42c3-bf86-cc319d66e815,Bác Bảo Bùi,960356539885,21/10/1984,0852557295,janedang@example.net,"213 Bảo Trần Số
Quận JaneHuyện, 490084",Tim mạch,9.48,Khoa Bùi,13/04/2026
a6499cdc-507b-4072-a5e5-8f345df06e8c,Anh Dũng Hoàng,627411508833,20/11/1938,0850511745,johndang@example.com,"47 Cô Hạnh Hoàng phố JohnThành phố, 574001",Tiểu đường,9.81,Linh Trần,10/05/2026
8ccc9cea-109f-48ee-b5a4-720058f0dd23,Dương Dương,353092132585,20/01/1959,0529377005,maijane@example.net,"589 Hà Mai Hẻm
Hà Mai phố JaneThị xã, 851759",Tiểu đường,9.91,Tú Bùi,15/01/2026
a4704d48-5128-49b1-b8ed-e0ca20156a72,Quý cô Lâm Bùi,805379981655,09/10/2005,0573757804,janemai@example.com,"80 Ông Tú Hoàng, 336422",Huyết áp cao,6.09,Duyên Đặng,18/02/2026
8d03f17a-f4d3-45c1-a293-19fa3240d7a1,Yến Lê,963094365745,19/12/2007,0310045963,vmai@example.net,"995 Bà Yến Lê, 536822",Tiểu đường,9.19,Quý ông Quang Phạm,26/02/2026
7ba24588-4d56-4a3d-b4e7-069aa4540937,Ông Tùng Lê,704901830646,16/04/1945,0596431169,john24@example.net,"92 Chị Yến Bùi Tổ
JohnHuyện, 639995",Khỏe mạnh,8.88,Quang Quang Đặng,01/04/2026
3f779cae-7318-496d-8479-06121f5d988f,Châu Vũ,730373722375,23/08/1987,0514487998,john45@example.com,"278 Hải Thị Mai Khu
JohnThành phố, 512344",Khỏe mạnh,4.61,Nhật Quang Vũ,10/03/2026
7eb162f1-4806-4804-8cf0-374c0c74dc0f,Bác Minh Đức Trần,268708681695,27/12/1949,0505708965,kpham@example.net,"06 Ông Vũ Bùi, 628750",Tiểu đường,8.05,Bà Hương Đặng,24/01/2026
64d6dfbf-18c0-4e2b-b99f-070420f0156a,Cô Mai Nguyễn,109743031732,14/06/1962,0762981354,nle@example.com,"87 Bảo Hoàng Nguyễn, 746447",Huyết áp cao,9.95,Bà Hà Hoàng,09/04/2026
7d66971e-8847-4c56-827c-9f8cd40ac5e9,Châu Hà Mai Dương,901262457949,29/06/1985,0389891288,wtran@example.com,"7 Chị An Hoàng Làng
Chị An Hoàng xã JohnXã, 759580",Khỏe mạnh,5.94,Quý ông Phúc Vũ,22/04/2026
30d73df7-1c22-4cea-b355-56a5f2bd92f2,Quang Trí Lê,059752612233,09/05/1992,0926217838,duongjohn@example.net,"0 Kim Phú Vũ, 281594",Tiểu đường,4.56,Bác Hải Bảo Mai,05/05/2026
9c2dfa97-43ad-4d62-b17c-fb21cdbc2c1c,Hải Tấn Phạm,607872477886,26/12/1975,0710634549,john46@example.com,"75 Chị Bảo Nguyễn Ngõ
JaneHuyện, 910616",Tiểu đường,3.85,Hải Đức Mai,16/01/2026
a7edc8d8-713f-4f8c-ac8b-e53758ab4778,Khoa Vũ,406795404683,10/11/1962,0986968962,spham@example.org,"083 Quang Tấn Vũ, 595351",Khỏe mạnh,8.25,Bà Phương Đặng,02/01/2026
edd97a1a-fa58-4b27-8ce3-e7c3f6eab3a0,Phúc Bùi,354945313745,04/05/2000,0750253853,rvu@example.com,"9 Thành Bùi phố, 976822",Tiểu đường,9.04,Nhật Vũ Phú Hoàng,08/01/2026
9a4ffc0c-9165-42ed-8c63-6e95025f5543,Chị Vân Nguyễn,044847655995,12/03/1997,0967823615,jane22@example.net,"27 Hạnh Bùi, 807160",Huyết áp cao,5.65,Linh Vũ Duyên Linh Vũ,25/03/2026
669d01ff-1634-425b-93f3-007383e96ef4,Cô Khoa Trần,794912379807,04/05/2000,0531115774,john16@example.org,"49 Minh Đức Trần phố JohnThị xã, 421709",Tiểu đường,9.05,Chị Dương Hoàng,02/03/2026
ea87855e-a382-45d3-9e0e-f546b0b6dedf,Cô Chi Phạm,967545612289,01/06/1965,0777898593,bduong@example.com,"87 Trọng Lê phố, 691573",Tim mạch,6.88,Lâm Vũ,09/04/2026
265cb9d9-8962-4f6e-929c-93b333c08bf1,Quý ông Phúc Mai,640673637414,07/03/1951,0970300472,janele@example.net,"Phúc Đặng, 122827",Tim mạch,11.99,Quý cô Hạnh Dương,23/04/2026
58330b30-6c77-4e95-8b98-1ccd12b2102d,Nam Thị Mai,306384158424,01/10/1944,0361470788,utran@example.org,"6 Chị Vân PhạmJaneThành phố, 815894",Tim mạch,8.41,Phúc Vũ,15/04/2026
ba54e920-2099-4180-8762-3997649f7d88,Hà Mai Bảo Phạm Vi Hà Mai Bảo Phạm,941567737098,19/12/1975,0976593246,jane32@example.org,"752 Ngọc Bùi Ngõ
Ngọc Bùi xã JohnQuận, 316092",Tiểu đường,10.87,Khoa Văn Mai,07/01/2026
b40a9181-ac09-4db7-9908-6e477249f62c,Quý cô Kim Bùi,041908398717,08/02/1990,0522734321,nguyenjohn@example.org,"843 Bảo Hoàng Tổ
Huyện JohnPhường, 646571",Tim mạch,4.51,Hưng Lê,12/01/2026
e134edfc-9777-4f10-b2d2-393f8e85140d,Thành Bùi,856129366667,27/09/1941,0851288274,jane08@example.com,"62 Chị Kim Trần Làng
JohnThị xã, 160423",Khỏe mạnh,5.17,Ánh Hoàng,17/02/2026
a58e83dd-548c-4d84-b40d-e04941476506,Bà Hương Vũ,630096425585,11/12/1947,0820265004,hoangjane@example.net,"398 Bà Kim TrầnJaneThành phố, 322096",Huyết áp cao,5.85,Nhật Thế Dương,17/02/2026
345af934-b42a-4d93-9aba-0f15b2149062,Chị Xuân Hoàng Tấn Chị Xuân Hoàng,189101962231,02/03/1987,0506280154,atran@example.com,"7 Chị Lan Đặng Dãy
JohnHuyện, 428122",Khỏe mạnh,6.13,Dũng Đặng,04/01/2026
95831d58-ef4c-4119-8da5-d39b42c21797,Quý cô Ánh Phạm,752913742862,02/04/1980,0886329578,jane92@example.net,"77 Ông Hoàng Nguyễn Tổ
Quận JaneQuận, 668471",Tiểu đường,4.33,Linh Nguyễn,15/01/2026
0c6b7074-ab10-4c9b-9168-2e09f1f7d904,Nhật Phú Phạm,696283016899,09/11/1966,0830591831,snguyen@example.com,"997 Ông Quang Mai phố, 655134",Khỏe mạnh,6.74,Bà An Vũ,04/01/2026
ac8d6c7d-b2a6-4468-902b-124380913ac1,Hà Đặng,040905132696,23/09/2006,0309822644,hoangjane@example.net,"61 Xuân Đặng Dãy
Quận JanePhường, 968286",Tiểu đường,7.45,Châu Đặng,19/01/2026
8d7dd772-608e-4f5c-a117-727067c0518b,Nhiên Đặng,365379827854,12/08/1946,0888915300,johnbui@example.com,"0 Chi Trần phố, 817675",Tiểu đường,4.11,Cô Yến Phạm,08/05/2026
d9b59f84-edc3-41c3-adea-2d2d086c405f,Cô Xuân Dương,686174941188,25/12/1954,0360429861,lejohn@example.net,"8 Bà Hạnh Lê Hẻm
Bà Hạnh Lê phố, 558320",Khỏe mạnh,3.73,Bảo Phạm,30/04/2026
f80b2cea-658e-44a2-9879-cf35f4719986,Thành Lê,473612481483,17/02/2002,0880417429,qnguyen@example.net,"943 Ánh Bùi, 508548",Huyết áp cao,10.94,Tùng Bùi,02/01/2026
5c238d8d-71da-45b9-8eea-9db8f165d779,Hải Mai Bảo Mai,918382626096,29/03/1947,0883941544,jane31@example.net,"015 Châu Trần
Huyện JaneThị xã, 917018",Huyết áp cao,6.58,Nhật Trung Mai Hoàng,17/02/2026
af70de70-2b69-495e-8567-1b58926bffa5,Kim Mai Bảo Lê,292158826084,05/05/1976,0367871072,janepham@example.com,"71 Quý ông Quang Hoàng Làng
JohnThị xã, 212168",Tiểu đường,11.25,Phương Thị Phạm,06/03/2026
cdd7f460-6140-47d3-9ec4-ea48d773f98d,Chị Bảo Phạm Tấn Chị Bảo Phạm,317413153990,19/11/1953,0380548002,john44@example.net,"47 Quý cô Kim Bùi, 219420",Tiểu đường,4.94,Quang Bảo Phạm,06/01/2026
f166cdcf-762c-4fbc-ba2a-a7baf3f81c31,Quý cô Phương Phạm Vi Quý cô Phương Phạm,268811625810,08/10/1944,0940857974,vujohn@example.org,"2 Bảo Xuân Vũ Ngõ
JaneXã, 520274",Tiểu đường,11.73,Ông Tùng Vũ,15/04/2026
15c1604f-ea16-4354-a35f-c9c198049562,Khoa Mai Bảo Lê,130857052330,30/12/1957,0388838541,phamjohn@example.org,"JohnThành phố
38 Bà Kim Bùi, 510133",Tim mạch,3.86,Nhật Tấn Vũ,04/04/2026
eba900e1-6a7d-4d96-8ba1-72331ac3bf31,Hoàng Hải Đặng,603771822760,07/10/1982,0895280087,hoangjohn@example.net,"775 Dương Mai phố JanePhường, 214675",Tiểu đường,10.74,Phương Phạm,18/04/2026
6d268b37-8f52-42d3-94bb-bcf828fea761,Hải Hoàng Vũ,781294894511,22/09/1960,0794392063,maijane@example.org,"96 Huy Hoàng BùiHuyện JohnXã, 206694",Tiểu đường,8.65,Chi Nguyễn,30/03/2026
dcd5bfae-abb3-46a7-8329-97801d2c2721,Hải Hải Bùi,073902555215,13/10/1988,0716021968,maijane@example.com,"9 Khoa Nguyễn phố, 291936",Tim mạch,6.65,Quý ông Hưng Lê,26/04/2026
6c4c450b-623a-40fc-9326-7d25234b4562,Yến Vũ,661944165580,08/12/1958,0575377576,zduong@example.org,"0 Dũng Đặng, 629990",Khỏe mạnh,11.53,Chị Khoa Nguyễn Châu Chị Khoa Nguyễn,28/03/2026
90bde900-1529-46f5-aad1-1fe87d1b695e,Vi Anh Hoàng Dương,728203677211,10/02/1975,0914472311,vujohn@example.com,"7 Bà Hạnh Vũ, 562806",Tim mạch,4.94,Hạnh Dương,27/02/2026
7321a8b2-0840-405a-bfd2-f491dff389aa,Nhật Nguyễn,244162664606,12/02/1995,0820881622,nguyenjohn@example.net,"9 Hà Văn Đặng Hẻm
Quận JohnXã, 467856",Tim mạch,7.19,Trọng Tùng Thị Trần,02/02/2026
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,Nhiên Vi Bùi,764281459117,15/05/2005,0525916163,zpham@example.net,"Quận JohnQuận
672 Anh Bùi Số, 573947",Huyết áp cao,6.11,Nhật Trần,20/03/2026
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Hưng Xuân Vũ,780267303488,11/09/1935,0995546413,hbui@example.org,"637 Nhiên Thị Hoàng Khu
JohnXã, 993829",Khỏe mạnh,6.99,Bảo Mai Bảo Đặng,20/01/2026
75a72686-d632-4d31-88ac-ffcfa04d4d14,Phương Đặng,335488220284,02/06/1995,0981020285,ile@example.net,"Khoa Đức Vũ
5 Khoa Đức Vũ Tổ, 796787",Tiểu đường,6.81,Cô Lâm Hoàng,15/02/2026
b4258e19-1758-447e-a7cd-e1436de21429,Anh Huy Hoàng,897179639677,02/04/2000,0591809194,john68@example.com,"516 Thành Trí Đặng, 945106",Tiểu đường,6.38,Vũ Mai Bùi,13/03/2026
61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,Quý cô Hạnh Phạm,034407815644,06/07/1936,0354731130,phamjohn@example.org,"97 Thành Dương phố JaneHuyện, 550246",Tiểu đường,7.81,Quý cô Vi Phạm,06/05/2026
99db1302-8dab-46d3-bf87-dfc2159152f2,Lan Lê,608231865497,27/04/1963,0970682046,johnvu@example.org,"61 Duyên Bùi
Huyện JaneQuận, 505629",Khỏe mạnh,11.91,Ông Quang Phạm,15/01/2026
0387f74d-1149-4096-965d-744f0445c1a8,Bà Thành Phạm,818446185376,03/08/1943,0717533691,dangjane@example.net,"61 Anh Trung Bùi, 313068",Tiểu đường,6.06,Châu Vũ,04/05/2026
ae59aa52-a65b-422b-95a3-86d9c362a810,Khoa Mai Đặng,791292614933,02/11/1967,0362835221,phamjane@example.net,"21 Chị Ánh Trần, 642347",Tim mạch,5.13,Hoàng Dương,25/01/2026
44cdbfdd-df9b-441e-87f7-bda1bff15840,Trung Hữu Đặng,473039522349,15/10/1993,0939068998,johnpham@example.org,"5 Hoàng Phú Lê
JohnHuyện, 910894",Tim mạch,4.49,Cô Bảo Vũ,14/02/2026
0b461173-00a8-4473-8242-5912bda3c162,Thành Đặng,227073476148,26/07/1999,0927492562,dangjohn@example.com,"536 Bà Hồng Bùi Ngõ
JohnXã, 806033",Tiểu đường,9.26,Khoa Hải Đặng,11/04/2026
